our_rank,name,position,team,gsis_id,adp,adp_rank,ecr_rank,mkt_val,mkt_rank,log_rank,vs_adp,vs_adp_log,vs_adp_pct,vs_adp_clip,score_log_pts,pred_vorp,pos_rank,delta,anchor_rank,scarcity_gain,feature_gain,age_c,age_c2,age_rb,age_qb,games_missed,rookie_pedigree,td_share_c,team_change,has_prior,draft_ovr_log,vacated_target_share,vacated_carry_share,arriving_vet_usage,draft_competition,qb_change,qb_quality_delta,qb_rookie,qb_expected_missing,coach_change,team_fp_prior,team_fp_prior_z,team_pass_fp_share_prior,team_pass_rate_prior,returning_target_competition,returning_carry_competition,depth_rank_adp,is_rookie,qb_delta_wrte,vacated_tgt_wrte,vacated_carry_rb,opp_target_share,opp_air_yards_share,opp_ts_slope,opp_ts_l4f4,opp_cs_l6_delta,opp_fp_oe_pg,opp_td_per_opp_vs_pos,opp_boom_rate,ppg_delta,career_missed_rate,inj_weeks_listed_l2y,inj_soft_tissue_l2y,inj_recurrence,apy_cap_pct,contract_year,rookie_deal_yr,draft_r1,draft_r23,rb_early_rookie,yrs_since_peak,last_was_career_best,c_age_c,c_age_c2,c_age_rb,c_age_qb,c_games_missed,c_rookie_pedigree,c_td_share_c,c_team_change,c_has_prior,c_draft_ovr_log,c_vs_adp,c_vacated_target_share,c_vacated_carry_share,c_arriving_vet_usage,c_draft_competition,c_qb_change,c_qb_quality_delta,c_qb_rookie,c_qb_expected_missing,c_coach_change,c_team_fp_prior,c_team_fp_prior_z,c_team_pass_fp_share_prior,c_team_pass_rate_prior,c_returning_target_competition,c_returning_carry_competition,c_depth_rank_adp,c_is_rookie,c_qb_delta_wrte,c_vacated_tgt_wrte,c_vacated_carry_rb,c_opp_target_share,c_opp_air_yards_share,c_opp_ts_slope,c_opp_ts_l4f4,c_opp_cs_l6_delta,c_opp_fp_oe_pg,c_opp_td_per_opp_vs_pos,c_opp_boom_rate,c_ppg_delta,c_career_missed_rate,c_inj_weeks_listed_l2y,c_inj_soft_tissue_l2y,c_inj_recurrence,c_apy_cap_pct,c_contract_year,c_rookie_deal_yr,c_draft_r1,c_draft_r23,c_rb_early_rookie,c_yrs_since_peak,c_last_was_career_best,c_ppg_mismatch,raw_ppg_mismatch,_dummy,adp_gap_ahead,adp_gap_behind,age,birthdate,career_best_ppg,coach_pass_oe,coach_pass_shift,draft_ovr,draft_round,draft_year,expqb_rush_wrte,inj_recurrence_qb,inj_weeks_listed_l2y_qb,is_rk_draft,log_pts,ol_sack_rate_prior,ol_stuff_rate_prior,prev_games,prev_ppg,prev_td_share,prev_team,prop_mvp,prop_oroy,prop_pass_yds,prop_rec_yds,prop_rush_yds,qb_rush_ypg,rookie,rookie_log_pick,rookie_x_vacated,rz_ez_target_share,rz_gl_carry_share,rz_opp_pg,rz_target_share,rz_td_minus_expected,season,snap_share,snap_share_l4f4,snap_share_max4,sos_dvp,sos_dvp_first4,tgt_pts,vegas_wins_c,vegas_wins_delta,vs_adp_off,yrs_exp
11,A.J. Brown,WR,NE,00-0035676,13.500000,15,12,2.484907,12,2.484907,-0.127833,-0.223144,-0.016216,-0.223144,5.486783,96.512917,7,4,16,-1,5,3.171800,10.060316,0.000000,0.000000,2.000000,0.000000,0.042183,1.000000,1.000000,3.931826,0.271784,0.098990,0.184783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1640.360000,1.203308,0.605294,0.493347,0.375519,0.020202,1.000000,0.000000,0.000000,0.271784,0.000000,0.286562,0.374337,0.004274,0.011476,0.000000,-4.063333,0.009428,0.266667,-1.997949,0.102564,5.000000,4.000000,1.000000,0.125000,0.000000,0.000000,0.000000,1.000000,0.000000,5.000000,0.000000,0.001827,0.000176,0.000164,0.000502,0.001075,-0.001404,-0.002544,0.003267,0.007180,0.000561,-0.000864,0.000003,0.000417,-0.003702,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.002723,-0.007434,-0.005320,0.007980,-0.000462,-0.001873,0.002358,-0.002888,0.000007,-0.000225,0.001256,0.006455,0.000935,0.007355,-0.001515,-0.000406,-0.006113,0.001324,-0.008376,-0.000243,0.004374,-0.000003,0.003239,-0.015322,0.001982,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,0.012696,-0.006989,-0.002205,0.629742,true,0.000000,4.543295,29.171800,1997-06-30,17.678571,-0.061853,0.000000,51,2,2019,26.470588,0.000000,0.000000,false,0.000000,0.013224,0.011405,15.000000,14.686667,0.190649,PHI,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.238095,0.000000,0.866667,0.213115,2.360268,2026,0.906667,-0.070000,0.965000,-0.878250,-0.930551,0.000000,0.000000,0.000000,-0.127833,7.000000
12,De'Von Achane,RB,MIA,00-0039040,9.600000,9,18,2.890372,18,2.890372,0.387766,0.693147,0.048649,0.693147,5.343379,94.797500,6,-3,12,-3,0,-1.115674,1.244729,-1.115674,-0.000000,1.000000,0.000000,-0.001084,0.000000,1.000000,4.430817,0.530303,0.064815,0.000000,0.000000,1.000000,1.316429,0.000000,0.000000,1.000000,1269.480000,-0.719445,0.624035,0.516779,0.038961,0.324074,1.000000,0.000000,0.000000,0.000000,0.064815,0.187516,0.010825,-0.005738,-0.069015,-0.042540,3.128125,0.004642,0.312500,2.533824,0.137255,2.000000,0.000000,0.000000,0.053000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.001307,0.000631,-0.001801,0.000502,0.005605,-0.001404,0.000065,-0.000691,0.007180,0.001925,0.002230,0.000525,0.000494,0.002515,0.010326,0.005695,0.002403,0.000792,-0.000773,0.007096,-0.001883,0.006177,-0.002487,0.004830,0.000236,0.003258,0.002358,-0.002888,0.000007,0.000220,0.000459,0.002673,-0.000381,-0.010686,0.013721,-0.004879,0.002985,0.000221,-0.012716,0.000212,0.001356,0.000027,-0.000705,0.001175,0.000206,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.004409,0.009665,0.003809,8.565338,true,0.000000,4.615121,24.884326,2001-10-13,20.175000,0.000000,0.000000,84,3,2023,0.000000,0.000000,0.000000,false,0.000000,0.006216,0.047916,16.000000,20.175000,0.223048,MIA,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074074,0.312500,1.375000,0.164179,3.393512,2026,0.753750,-0.147500,0.900000,-0.059706,-0.635588,0.000000,0.000000,0.000000,0.387766,3.000000
13,Ashton Jeanty,RB,LV,00-0040122,12.000000,12,14,2.639057,14,2.639057,0.087011,0.154151,0.010811,0.154151,5.362198,94.797500,5,-1,13,-1,0,-3.251198,10.570287,-3.251198,-0.000000,0.000000,0.000000,0.020666,0.000000,1.000000,1.791759,0.165236,0.216802,0.000000,0.144040,1.000000,0.000000,1.000000,0.000000,1.000000,1074.600000,-1.729761,0.688908,0.558084,0.008584,0.018970,1.000000,0.000000,0.000000,0.000000,0.216802,0.147596,-0.059578,0.006637,0.085254,0.098679,-0.983529,-0.003011,0.176471,0.000000,0.000000,0.000000,0.000000,0.000000,0.032000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.002868,0.000150,-0.005563,0.000502,0.010135,-0.001404,-0.001246,-0.000691,0.007180,-0.005289,0.000425,-0.000212,0.000151,0.002515,-0.008462,0.005695,-0.000085,-0.018475,-0.000773,0.007096,-0.004303,0.013329,0.007323,-0.000722,0.000299,-0.001894,0.002358,-0.002888,0.000007,0.000220,-0.001409,0.001149,-0.000636,0.011614,-0.015480,0.009971,-0.002217,-0.001542,0.000165,-0.000042,0.013297,0.000047,-0.000705,0.001175,-0.000312,-0.000055,0.004007,0.000412,-0.002206,-0.000454,-0.004409,0.009665,-0.000993,2.229700,true,0.000000,4.615121,22.748802,2003-12-02,14.417647,0.000000,0.000000,6,1,2025,0.000000,0.000000,0.000000,false,0.000000,0.041588,0.088788,17.000000,14.417647,0.244798,LV,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.846154,1.588235,0.161290,-0.287009,2026,0.778824,0.135000,0.942500,-0.944827,-1.137059,0.000000,0.000000,0.000000,0.087011,1.000000
14,Chase Brown,RB,CIN,00-0038597,16.400000,16,19,2.944439,19,2.944439,0.109199,0.171850,0.016216,0.171850,5.326570,94.797500,7,2,15,1,1,0.447639,0.200380,0.447639,0.000000,0.000000,0.000000,0.009413,0.000000,1.000000,5.093750,0.067434,0.023256,0.000000,0.000000,1.000000,5.525962,0.000000,0.000000,0.000000,1583.160000,0.906766,0.664746,0.611055,0.037829,0.263566,1.000000,0.000000,0.000000,0.000000,0.023256,0.143238,0.013535,0.000911,0.010852,-0.098367,0.481176,0.001866,0.176471,0.686029,0.156863,2.000000,1.000000,0.000000,0.005000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.000164,0.000685,0.000952,0.000502,0.010135,-0.001404,-0.000568,-0.000691,0.007180,0.003738,0.000558,-0.000410,0.000588,0.002515,0.010326,0.005695,0.010357,0.000792,-0.000773,-0.001733,0.002012,-0.005335,0.003669,-0.007842,0.000238,0.002237,0.002358,-0.002888,0.000007,0.000220,0.000970,0.000983,-0.000371,0.001296,-0.001397,-0.010749,-0.000364,-0.000419,0.000165,0.000026,-0.000350,0.000027,0.000281,0.001175,-0.000978,-0.000055,0.012277,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,0.001230,5.162253,true,0.000000,4.615121,26.447639,2000-03-21,16.623529,0.050412,0.000000,163,5,2023,0.000000,0.000000,0.000000,false,0.000000,-0.012981,-0.061867,17.000000,16.623529,0.233546,CIN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667,0.650000,1.823529,0.146341,-1.288080,2026,0.665882,-0.085000,0.855000,-0.404758,-2.006176,0.000000,0.000000,0.000000,0.109199,3.000000
15,James Cook III,RB,BUF,00-0037248,13.500000,14,17,2.833213,17,2.833213,0.117783,0.194156,0.016216,0.194156,5.309931,91.809583,8,-1,14,0,-1,0.934976,0.874180,0.934976,0.000000,0.000000,0.000000,0.053829,0.000000,1.000000,4.143135,0.162698,0.031079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1656.240000,1.285635,0.574554,0.479543,0.091270,0.197441,1.000000,0.000000,0.000000,0.000000,0.031079,0.081856,0.006069,0.000341,-0.024083,-0.073380,3.110588,0.007605,0.529412,1.107721,0.029412,1.000000,0.000000,0.000000,0.041000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000192,0.000651,0.001811,0.000502,0.010135,-0.001404,-0.003246,-0.000691,0.007180,0.001139,0.000610,-0.000218,0.000570,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.002920,-0.008017,-0.009968,0.009835,0.000127,0.001120,0.002358,-0.002888,0.000007,0.000220,0.000874,-0.001361,-0.000398,0.000268,0.005216,-0.008122,0.002963,0.000904,-0.033258,0.000069,0.010738,0.000037,-0.000705,0.001175,-0.000090,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.004409,0.009665,0.001879,6.018749,true,0.000000,4.615121,26.934976,1999-09-25,17.776471,-0.024587,0.000000,63,2,2022,0.000000,0.000000,0.000000,false,0.000000,0.002375,-0.044101,17.000000,17.776471,0.277962,BUF,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.372093,1.705882,0.038462,2.375727,2026,0.571765,-0.165000,0.740000,-0.453408,-2.806176,0.000000,0.000000,0.000000,0.117783,4.000000
16,Nico Collins,WR,HOU,00-0036554,23.400000,24,13,2.564949,13,2.564949,-0.390866,-0.613104,-0.059459,-0.613104,5.445996,86.646250,8,8,19,5,3,1.455168,2.117513,0.000000,0.000000,2.000000,0.000000,0.037210,0.000000,1.000000,4.488636,0.180000,0.286022,0.000000,0.130217,0.000000,0.000000,0.000000,0.000000,0.000000,1372.140000,-0.187225,0.655400,0.541872,0.301818,0.019355,1.000000,0.000000,0.000000,0.180000,0.000000,0.242421,0.365294,-0.003211,-0.056909,0.000921,-4.135333,0.008954,0.333333,-2.470000,0.223529,6.000000,1.000000,0.000000,0.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000572,0.000586,0.000164,0.000502,0.001075,-0.001404,-0.002244,-0.000691,0.007180,0.002083,-0.002443,-0.000183,-0.000005,0.002515,-0.006659,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000608,0.002409,0.002256,0.001457,-0.000309,-0.001888,0.002358,-0.002888,0.000007,-0.000075,0.001256,0.004770,0.000903,-0.006132,0.011429,-0.000309,-0.006204,0.001215,-0.014689,-0.000291,-0.006150,-0.000013,0.000281,0.001175,0.001365,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.000988,-0.006989,-0.001767,1.207123,true,0.000000,4.574711,27.455168,1999-03-19,17.550000,0.015308,0.000000,89,3,2021,14.928571,0.000000,0.000000,false,0.000000,-0.017239,0.027678,15.000000,15.080000,0.185676,HOU,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.358974,0.000000,1.333333,0.240506,-0.090620,2026,0.772000,-0.110000,0.877500,1.535798,1.061801,0.000000,0.000000,0.000000,-0.390866,5.000000
17,Drake London,WR,ATL,00-0037238,12.900000,13,11,2.397895,11,2.397895,-0.090972,-0.167054,-0.010811,-0.167054,5.444054,77.273333,9,-4,11,2,-6,-0.893908,0.799072,-0.000000,-0.000000,5.000000,0.000000,0.059558,0.000000,1.000000,2.079442,0.271287,0.335430,0.200441,0.158180,0.000000,0.000000,0.000000,1.000000,0.000000,1317.820000,-0.468836,0.610023,0.514257,0.049505,0.000000,1.000000,0.000000,0.000000,0.271287,0.000000,0.297111,0.400930,-0.006270,-0.053763,0.000000,-4.297500,0.014077,0.333333,0.307353,0.088235,10.000000,0.000000,1.000000,0.117000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.001145,0.000654,0.000164,0.000502,-0.012514,-0.001404,-0.003591,-0.000691,0.007180,-0.004503,-0.000643,0.000002,-0.000117,-0.004229,-0.010306,-0.000920,-0.000085,0.000792,0.003611,-0.001733,-0.001283,0.004403,-0.004605,0.005169,0.000214,-0.002214,0.002358,-0.002888,0.000007,-0.000225,0.001256,0.006858,0.001032,-0.011646,0.010834,-0.000406,-0.006409,0.002395,-0.014689,-0.000012,0.005620,-0.000054,-0.000705,-0.015322,0.001785,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,-0.004409,0.009665,-0.000724,2.584587,true,0.000000,4.615121,25.106092,2001-07-24,16.825000,0.005524,0.000000,8,1,2022,0.000000,0.000000,0.000000,false,0.000000,-0.020710,-0.005416,12.000000,16.825000,0.208024,ATL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.360000,0.000000,1.333333,0.250000,0.988475,2026,0.906667,0.022500,0.980000,-0.421987,-0.521728,0.000000,0.000000,0.000000,-0.090972,4.000000
18,George Pickens,WR,DAL,00-0037247,18.400000,19,16,2.772589,16,2.772589,-0.109199,-0.171850,-0.016216,-0.171850,5.434680,74.994167,10,1,17,2,-1,-0.505133,0.255160,-0.000000,-0.000000,0.000000,0.000000,0.036529,0.000000,1.000000,3.951244,0.069193,0.043011,0.089505,0.128621,0.000000,0.000000,0.000000,0.000000,0.000000,1689.500000,1.458065,0.638355,0.566231,0.355848,0.047312,2.000000,0.000000,0.000000,0.069193,0.000000,0.225151,0.330208,0.000512,-0.016576,0.000000,-1.287647,0.017271,0.294118,5.427731,0.044118,3.000000,3.000000,0.000000,0.091000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.000861,0.000683,0.000164,0.000502,0.010135,-0.001404,-0.002203,-0.000691,0.007180,0.000614,-0.000752,-0.000406,0.000543,-0.000496,-0.006450,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.003333,-0.009238,-0.000321,-0.001817,-0.000421,-0.001415,-0.002680,-0.002888,0.000007,0.000107,0.001256,0.004110,0.000776,0.000576,0.003795,-0.000406,-0.002602,0.003131,-0.010976,0.000503,0.009459,0.000017,0.002253,0.001175,0.001143,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.004409,0.009665,0.000227,3.838642,true,2.197225,4.615121,25.494867,2001-03-04,17.170588,0.034416,0.000000,52,2,2022,10.411765,0.000000,0.000000,false,0.000000,-0.019691,-0.037530,17.000000,17.170588,0.184995,DAL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.315789,0.000000,1.411765,0.230769,1.122584,2026,0.811176,-0.117500,0.905000,0.901196,1.823860,0.000000,0.000000,0.000000,-0.109199,4.000000
19,Chris Olave,WR,NO,00-0037239,20.600000,21,20,2.995732,20,2.995732,-0.032790,-0.048790,-0.005405,-0.048790,5.344387,74.184167,11,2,18,3,-1,0.179329,0.032159,0.000000,0.000000,1.000000,0.000000,0.053026,0.000000,1.000000,2.397895,0.109244,0.167816,0.000000,0.315465,0.000000,0.000000,0.000000,0.000000,0.000000,1182.280000,-1.171516,0.654329,0.522503,0.174370,0.009195,1.000000,0.000000,0.000000,0.109244,0.000000,0.291790,0.417072,0.000364,0.023875,-0.004167,-5.966875,0.008902,0.312500,7.162500,0.191176,14.000000,1.000000,0.000000,0.023000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.000361,0.000694,0.000164,0.000502,0.005605,-0.001404,-0.003198,-0.000691,0.007180,-0.003632,-0.000294,-0.000326,0.000261,0.002515,-0.030822,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.002966,0.009377,0.002094,0.004061,-0.000045,-0.002059,0.002358,-0.002888,0.000007,0.000041,0.001256,0.006654,0.001090,0.000309,-0.003862,-0.000844,-0.008521,0.001203,-0.012716,0.000677,-0.003336,-0.000094,0.000281,0.001175,-0.000534,0.002577,-0.004263,0.000412,-0.002206,-0.000454,-0.004409,0.009665,0.000417,4.090200,true,0.000000,4.158883,26.179329,2000-06-27,16.750000,-0.009312,0.000000,11,1,2022,16.909091,0.000000,0.000000,false,0.000000,0.007946,-0.001205,16.000000,16.750000,0.201493,NO,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437500,0.000000,0.937500,0.288462,3.659463,2026,0.843125,-0.022500,0.942500,0.439950,3.880037,0.000000,0.000000,0.000000,-0.032790,4.000000
20,Trey McBride,TE,ARI,00-0037744,28.900000,32,15,2.708050,15,2.708050,-0.518794,-0.757686,-0.091892,-0.700000,5.343053,67.584167,1,12,20,12,0,0.776181,0.602456,0.000000,0.000000,0.000000,0.000000,0.022542,0.000000,1.000000,4.007333,0.214171,0.471233,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1509.960000,0.527276,0.689753,0.629817,0.067633,0.000000,1.000000,0.000000,0.000000,0.214171,0.000000,0.278876,0.254655,0.000623,0.043618,0.000000,-0.965882,0.007260,0.411765,3.344853,0.132353,2.000000,0.000000,0.000000,0.068000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000076,0.000665,0.000164,0.000502,0.010135,-0.001404,-0.001359,-0.000691,0.007180,0.000768,-0.003211,-0.000114,-0.000423,0.002515,0.010326,-0.000920,-0.000085,0.000792,0.003611,-0.001733,0.001103,-0.002649,0.007451,-0.010364,0.000176,-0.002214,0.002358,-0.002888,0.000007,-0.000131,0.001256,0.006161,0.000502,0.000776,-0.007599,-0.000406,-0.002194,0.000824,-0.022117,0.000293,0.001782,0.000027,-0.000705,0.001175,0.000576,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.004409,0.009665,0.002178,6.413452,true,0.000000,4.615121,26.776181,1999-11-22,18.582353,0.026810,0.000000,55,2,2022,0.000000,0.000000,0.000000,false,0.000000,0.013798,0.025602,17.000000,18.582353,0.208927,ARI,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,2.000000,0.323810,1.299915,2026,0.913529,0.017500,0.965000,-0.328125,-0.426654,0.000000,0.000000,0.000000,-0.518794,4.000000
21,Tetairoa McMillan,WR,CAR,00-0040124,33.000000,35,28,3.332205,28,3.332205,-0.169076,-0.223144,-0.037838,-0.223144,5.315401,67.416667,12,14,37,-2,16,-2.591376,6.715228,-0.000000,-0.000000,0.000000,0.000000,0.048347,0.000000,1.000000,2.079442,0.158333,0.523913,0.097561,0.156438,0.000000,0.000000,0.000000,0.000000,0.000000,1245.260000,-0.845008,0.645166,0.510638,0.293750,0.021739,1.000000,0.000000,0.000000,0.158333,0.000000,0.257402,0.498715,-0.003287,-0.030915,0.000000,-4.017647,0.008954,0.058824,0.000000,0.000000,3.000000,2.000000,0.000000,0.025000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.002386,0.000349,0.000164,0.000502,0.010135,-0.001404,-0.002915,-0.000691,0.007180,-0.004503,-0.001112,-0.000226,-0.000542,-0.000768,-0.010079,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.002184,0.007066,0.000709,0.005656,-0.000293,-0.001847,0.002358,-0.002888,0.000007,-0.000039,0.001256,0.005342,0.001386,-0.006269,0.006509,-0.000406,-0.006055,0.001215,0.011306,-0.000042,0.013297,0.000017,0.001267,0.001175,-0.000485,-0.000055,0.004007,0.000412,-0.002206,-0.000454,-0.004409,0.009665,-0.001888,1.047701,true,0.000000,4.382027,23.408624,2003-04-05,12.552941,-0.000042,0.000000,8,1,2025,13.500000,0.000000,0.000000,false,0.000000,-0.005250,-0.029628,17.000000,12.552941,0.196813,CAR,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.323529,0.000000,0.882353,0.208333,1.805606,2026,0.871765,-0.025000,0.927500,-0.452091,2.188860,0.000000,0.000000,0.000000,-0.169076,1.000000
22,Omarion Hampton,RB,LAC,00-0040666,17.100000,18,23,3.135494,23,3.135494,0.164303,0.245122,0.027027,0.245122,5.178995,67.306250,10,-4,23,-5,1,-2.536619,6.434435,-2.536619,-0.000000,8.000000,0.000000,-0.003057,0.000000,1.000000,3.091042,0.292818,0.071584,0.121000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1410.420000,0.011230,0.650374,0.540837,0.049724,0.429501,1.000000,0.000000,0.000000,0.000000,0.071584,0.118049,-0.030456,0.001027,0.008720,0.009753,1.397778,-0.001063,0.333333,0.000000,0.470588,9.000000,0.000000,0.000000,0.016000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.002346,0.000364,-0.004304,0.000502,-0.026103,-0.001404,0.000184,-0.000691,0.007180,-0.001737,0.000889,0.000045,0.000479,-0.001556,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000133,0.001005,0.001496,0.001596,0.000214,0.005039,0.002358,-0.002888,0.000007,0.000220,0.000376,0.000021,-0.000531,0.001504,-0.000993,0.000620,0.000796,-0.001093,-0.014689,-0.000042,-0.027645,-0.000044,-0.000705,0.001175,-0.000707,-0.000055,0.004007,0.000412,-0.002206,-0.000454,-0.004409,0.009665,0.000501,4.200339,true,0.000000,4.615121,23.463381,2003-03-16,15.077778,-0.058219,0.000000,22,1,2025,0.000000,0.000000,0.000000,false,0.000000,0.023027,0.031096,9.000000,15.077778,0.221076,LAC,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380952,1.888889,0.025316,-1.163726,2026,0.634444,-0.267500,0.822500,-0.355138,0.932059,0.000000,0.000000,0.000000,0.164303,1.000000
23,Saquon Barkley,RB,PHI,00-0034844,19.900000,20,26,3.258097,26,3.258097,0.182322,0.262364,0.032432,0.262364,5.229167,67.306250,9,-3,24,-4,1,3.557837,12.658205,3.557837,0.000000,1.000000,0.000000,0.008326,0.000000,1.000000,0.693147,0.371739,0.024845,0.031818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1353.920000,-0.281682,0.604172,0.487805,0.034783,0.159420,1.000000,0.000000,0.000000,0.000000,0.024845,0.120534,-0.008068,-0.006090,-0.097577,0.033172,-0.804375,-0.005237,0.125000,-7.687500,0.203008,1.000000,0.000000,0.000000,0.074000,0.000000,0.000000,1.000000,0.000000,0.000000,7.000000,0.000000,0.002109,0.000042,0.006431,0.000502,0.005605,-0.001404,-0.000502,-0.000691,0.007180,-0.008293,0.000997,0.000205,0.000584,0.001445,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000835,0.003078,-0.005490,0.008725,0.000245,0.000478,0.002358,-0.002888,0.000007,0.000220,0.000951,0.000116,-0.000449,-0.011320,0.019127,0.003082,-0.001990,-0.002055,0.005040,-0.000815,-0.004365,0.000037,-0.000705,0.001175,0.000724,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,0.019538,-0.006989,0.000394,4.059046,true,0.000000,4.615121,29.557837,1997-02-09,24.112500,-0.073593,0.000000,2,1,2018,0.000000,0.000000,0.000000,false,0.000000,-0.004209,0.047117,16.000000,14.518750,0.232458,PHI,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047619,0.454545,2.062500,0.131148,-3.049255,2026,0.783125,-0.110000,0.885000,0.682578,0.085000,0.000000,0.000000,0.000000,0.182322,8.000000
24,Kenneth Walker III,RB,KC,00-0038134,22.500000,22,30,3.401197,30,3.401197,0.223144,0.310155,0.043243,0.310155,5.133206,67.306250,11,-2,25,-3,1,-0.135524,0.018367,-0.135524,-0.000000,0.000000,0.000000,-0.067801,1.000000,1.000000,3.713572,0.318182,0.702273,0.120548,0.136243,0.000000,0.000000,0.000000,0.000000,0.000000,1397.380000,-0.056373,0.640985,0.555556,0.063636,0.100000,1.000000,0.000000,0.000000,0.000000,0.702273,0.082586,-0.024211,0.003426,0.013704,-0.029857,0.480588,-0.013054,0.117647,-5.184492,0.147059,8.000000,3.000000,0.000000,0.048000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-0.000591,0.000695,-0.000075,0.000502,0.010135,-0.001404,0.004088,0.003267,0.007180,-0.000036,0.001242,0.000096,-0.000945,-0.001541,-0.007444,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000295,0.001483,0.000076,-0.000382,0.000185,-0.000526,0.002358,-0.002888,0.000007,0.000220,-0.007376,-0.001333,-0.000508,0.005827,-0.001937,-0.003545,-0.000365,-0.003856,0.005736,-0.000563,0.000503,-0.000034,0.002253,0.001175,0.000082,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.000988,-0.006989,-0.001658,1.351183,true,0.000000,4.615121,25.864476,2000-10-20,16.472727,0.015475,0.000000,41,2,2022,0.000000,0.000000,0.000000,false,0.000000,0.003136,-0.044404,17.000000,11.288235,0.156331,SEA,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266667,0.764706,0.046154,-1.663456,2026,0.468824,-0.007500,0.567500,-0.164896,-0.790000,0.000000,0.000000,0.000000,0.223144,4.000000
